trial_id,start_idx,rmse,mae,pearson_r,bias,stderr,nrmse,nrmse_bw,y_true_median_abs,y_pred_median_abs
gt_small_019,1280,221.0391881414547,190.0164666622877,0.843866368127624,-56.03107412159443,213.8196469621391,0.6722546827267082,0.30042703111308827,328.80274963378906,240.65930938720703
gt_small_019,1408,258.2204855346652,221.7788020670414,0.7786187774370713,-114.50148889422417,231.44595090596016,0.4504751728167147,0.35096226372363604,573.218017578125,287.177978515625
gt_small_019,1536,247.4624262061675,213.52022875845432,0.8026686672592211,-96.60398279130459,227.8273971512211,0.5346337600944008,0.33634036861184846,462.8634490966797,251.47140502929688
gt_small_019,1664,239.10606569981186,207.5962551534176,0.8410133543404544,-98.25726947188377,217.9844481846638,0.4586203589554283,0.324982760040519,521.3594665527344,286.3501434326172
gt_small_019,1792,233.66224730769878,197.89178666472435,0.8370686242948929,-73.11498901247978,221.92846639984955,0.6527969662471814,0.31758375441073566,357.9401550292969,223.30362701416016
gt_small_019,1920,256.117473015032,216.4805616736412,0.805701610641985,-123.56507271528244,224.33865647380654,0.46127868561236385,0.34810393885835134,555.2337036132812,305.2368621826172
gt_small_019,2048,242.5800504140431,198.06815819442272,0.7918204662768568,-80.92811317741871,228.68257772821826,0.6057193411992513,0.32970445180298075,400.4825897216797,228.5067138671875
gt_small_019,2176,252.22943524567575,210.79348367452621,0.7756519392985405,-117.31589311361313,223.2860703835056,0.46144748142213415,0.34281948385412947,546.6048583984375,306.27879333496094
gt_small_019,2304,261.78374384340407,229.72766591608524,0.7941216022624263,-107.16810165345669,238.84247220430328,0.5086764533176764,0.3558052923457751,514.6370391845703,247.59689331054688
gt_small_019,2432,268.12014572765304,239.9531937688589,0.8402272498000676,-137.83665145933628,229.97710768573324,0.4080086737903736,0.36441745936480197,657.1432495117188,296.5552520751953
gt_small_019,2560,257.75200010640833,223.82879489660263,0.8594785786035553,-92.33662873506546,240.64505096240111,1.0404906334504342,0.35032551832335485,247.72159576416016,210.27069854736328
gt_small_019,2688,241.03745928718357,199.4882510304451,0.8455021800752791,-81.06963020563126,226.9950921010031,0.6275397812562831,0.3276078277773477,384.0990905761719,193.83079528808594
gt_small_019,2816,251.90138525632267,212.29307276010513,0.8032019368041938,-99.42042988538742,231.4516926173992,0.49424947773351596,0.3423736123089673,509.66444396972656,266.11895751953125
gt_small_019,2944,209.1983039861225,176.5497931241989,0.8633694171629518,-50.66166973114014,202.97124330979256,0.762569731061615,0.28433340670896706,274.3333435058594,214.5200653076172
gt_small_019,3072,257.66936508727815,218.0360953360796,0.7872481934307074,-119.81474439799786,228.11823410092293,0.44515108668840214,0.3502132043320124,578.8357543945312,325.0565185546875
gt_small_019,3200,249.36205690683295,215.3759277164936,0.7999528246906911,-90.0239369571209,232.5448907190758,0.5754384052236421,0.33892226558862787,433.3427429199219,233.72151947021484
gt_small_019,3328,250.6987085239534,219.7538040280342,0.8539336186450142,-140.6905193924904,207.49944628516343,0.3887360636243186,0.34073898542161524,644.9072570800781,348.10523986816406
gt_small_019,3456,225.42841450959756,188.19510048627853,0.8732602529798245,-85.9806073307991,208.3873922082089,0.6593900634637262,0.30639268027128447,341.8741455078125,186.16568756103516
gt_small_019,3584,244.2732436675974,210.263045206666,0.8540618328101002,-133.0885503143072,204.83372609784146,0.4132213159077052,0.33200576781188906,591.1438598632812,333.58148193359375
gt_small_019,3712,248.98196160525862,219.2792273759842,0.8547230078801789,-92.34764939546585,231.22268239931523,0.7347745885986625,0.33840565627626046,338.8548889160156,215.5934295654297
gt_small_020,0,423.53739245565816,359.9327406734228,0.763310391079642,-64.12936891615391,418.6542091637847,0.6355557782281233,0.5756539482917542,666.4047546386719,611.3560180664062
gt_small_020,128,439.5569901126218,373.9953336417675,0.7942077841032927,-170.89993861317635,404.9735281952144,0.4417015638908691,0.5974271017500806,995.1447448730469,655.3067932128906
gt_small_020,256,415.84103185853263,347.1662838757038,0.7738186640447786,-114.41423627734184,399.7913784891337,0.46405751075084867,0.5651933834298779,896.0980529785156,630.1028442382812
gt_small_020,384,395.1186884628921,329.7310252189636,0.8128239917306115,-96.06549668312073,383.26257098712534,0.5822309075765577,0.5370284586651609,678.6288452148438,555.7361450195312
gt_small_020,512,447.4488380691508,376.08440504968166,0.7276410224333689,-165.48097313940525,415.72407943041804,0.47188176650500563,0.6081533646879386,948.2223510742188,587.5950317382812
gt_small_020,640,460.24934298274206,391.99830807745457,0.7194297523715516,-144.69411192834377,436.9131168657147,0.45308896653947417,0.6255512646724323,1015.803466796875,604.1460571289062
gt_small_020,768,441.08550093567885,376.2531459182501,0.7515183615818927,-100.80015303194523,429.41326048972354,0.6486279891309815,0.599504588427698,680.0284729003906,554.3999938964844
gt_small_020,896,445.1159289258646,380.15492065250874,0.7463288111446484,-143.25110094249249,421.43482564009724,0.5613139237449245,0.604982574143207,792.9892883300781,564.1353454589844
gt_small_020,1024,434.79121080793914,367.4038759768009,0.8089130498890087,-192.40821823477745,389.9005957312095,0.42960841685551066,0.5909496579108925,1012.0639953613281,624.9734802246094
gt_small_020,1152,415.1446607489411,345.5330964922905,0.8216775792149589,-132.99697118997574,393.26440851244877,0.48043236684677026,0.5642469055371269,864.1063537597656,595.0649719238281
gt_small_020,1280,403.7480922401055,344.5463359206915,0.8162796761000188,-78.54727698862553,396.0338966113846,0.6331639691181168,0.5487571759974251,637.6675109863281,563.68212890625
gt_small_020,1408,440.632499870804,376.4355601966381,0.7430926307009962,-137.667723685503,418.5744829748298,0.5139122859370803,0.5988888887132912,857.4079895019531,592.0691223144531
gt_small_020,1536,469.8388663946403,404.4001596868038,0.702187332447951,-171.43631115555763,437.44502693752906,0.4348246044973111,0.6385849356366161,1080.5250244140625,654.1777038574219
